v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,target
130000.0,0,4,0,1,1,0,1.0,0,1,1,1,2,3,1,3,4,4,4,0,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,0.0,0.0,4.3333335,1,0,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,85,0,7225,16,0,1,1.7777778999999998,1.0,18.777779,7225,1
130000.0,0,4,0,1,1,0,1.0,0,1,1,1,2,3,1,3,4,4,4,1,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,1.0,0.0,0.0,4.3333335,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,8,1,64,16,0,1,1.7777778999999998,1.0,18.777779,64,1
130000.0,0,4,0,1,1,0,1.0,0,1,1,1,2,3,1,3,4,4,4,5,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,4,1.0,0.0,0.0,4.3333335,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,25,1296,16,0,1,1.7777778999999998,1.0,18.777779,1296,1
130000.0,0,7,0,1,1,0,1.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,14.0,0.0,12.5,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,75,121,5625,4,196,0,0.44444448,64.0,156.25,5625,0
130000.0,0,7,0,1,1,0,1.0,0,1,1,0,1,1,0,2,2,2,2,14,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.0,14.0,0.0,12.5,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,73,196,5329,4,196,0,0.44444448,64.0,156.25,5329,0
770229.0,0,8,0,1,1,1,2.0,1,0,1,1,2,3,2,2,4,3,4,4,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,0.0,17.0,17.0,0,1,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,11,16,121,9,0,4,1.7777778999999998,4.0,289.0,121,0
770229.0,0,8,0,1,1,1,2.0,1,0,1,1,2,3,2,2,4,3,4,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,0.0,17.0,17.0,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,41,289,1681,9,0,4,1.7777778999999998,4.0,289.0,1681,0
770229.0,0,8,0,1,1,1,2.0,1,0,1,1,2,3,2,2,4,3,4,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,0.0,17.0,17.0,1,0,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,4,0,16,9,0,4,1.7777778999999998,4.0,289.0,16,0
130000.0,0,6,0,1,1,1,2.0,0,1,1,1,1,2,1,2,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,14.0,17.5,1,0,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,6,0,36,9,0,1,1.0,0.25,306.25,36,0
130000.0,0,6,0,1,1,1,2.0,0,1,1,1,1,2,1,2,3,3,3,21,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,14.0,17.5,0,0,0,0,0,0,0,0,1,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,46,441,2116,9,0,1,1.0,0.25,306.25,2116,0
130000.0,0,6,0,1,1,1,2.0,0,1,1,1,1,2,1,2,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,14.0,17.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,47,196,2209,9,0,1,1.0,0.25,306.25,2209,0
130000.0,0,7,0,1,1,1,2.0,0,0,0,0,1,1,0,1,1,1,1,12,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.0,0.0,12.0,12.0,0,0,0,0,0,0,0,1,0,3,0.33333334,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,69,144,4761,1,0,0,0.11111112,64.0,144.0,4761,0
130000.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,17.0,0.0,15.666667000000002,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,55,289,3025,9,289,0,2.25,0.0,245.44446,3025,0
130000.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,17.0,0.0,15.666667000000002,0,0,0,0,0,0,0,0,1,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,60,289,3600,9,289,0,2.25,0.0,245.44446,3600,0
130000.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,13,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,17.0,0.0,15.666667000000002,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,169,400,9,289,0,2.25,0.0,245.44446,400,0
130000.0,0,6,0,1,1,0,1.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,15.0,0.0,11.666667,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,63,36,3969,9,225,0,2.25,0.25,136.11111,3969,0
130000.0,0,6,0,1,1,0,1.0,0,2,2,0,1,1,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,15.0,0.0,11.666667,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,70,225,4900,9,225,0,2.25,0.25,136.11111,4900,0
130000.0,0,6,0,1,1,0,1.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,15.0,0.0,11.666667,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,30,196,900,9,225,0,2.25,0.25,136.11111,900,0
130000.0,0,11,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,6,9,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,9.0,0.0,8.0,0,0,0,1,0,0,0,0,0,8,0.75,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,48,81,2304,4,81,0,0.5625,0.0,64.0,2304,0
130000.0,0,11,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,6,7,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,9.0,0.0,8.0,0,0,0,1,0,0,0,0,0,8,0.75,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,52,49,2704,4,81,0,0.5625,0.0,64.0,2704,0
130000.0,0,11,0,1,1,1,1.0,0,0,0,0,1,1,0,1,1,1,6,11,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,11.0,11.0,0,0,0,0,1,0,0,0,0,8,0.75,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,28,121,784,1,0,0,0.5625,0.0,121.0,784,0
130000.0,0,11,0,1,1,1,1.0,0,1,1,0,0,0,0,1,1,1,6,11,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,11.0,0.0,11.0,0,0,0,0,1,0,0,0,0,8,0.75,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,1,0,24,121,576,1,121,0,0.5625,0.0,121.0,576,0
285270.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,15.0,15.0,0,0,0,0,0,0,0,1,0,2,1.5,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,48,225,2304,9,0,1,2.25,0.25,225.0,2304,0
285270.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,4,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,15.0,15.0,0,1,0,0,0,0,0,0,0,2,1.5,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,10,16,100,9,0,1,2.25,0.25,225.0,100,0
285270.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,0.0,15.0,15.0,0,0,0,0,0,0,0,1,0,2,1.5,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,40,225,1600,9,0,1,2.25,0.25,225.0,1600,0
130000.0,0,9,0,1,1,1,1.0,0,1,1,0,0,0,0,1,1,1,1,12,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,12.0,0.0,12.0,0,0,0,0,0,0,0,1,0,4,0.25,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,51,144,2601,1,144,0,0.0625,0.0,144.0,2601,0
130000.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,14.0,0.0,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,66,225,4356,9,196,0,1.0,4.0,205.44444,4356,0
130000.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,14.0,0.0,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,67,196,4489,9,196,0,1.0,4.0,205.44444,4489,0
130000.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2.0,14.0,0.0,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,27,196,729,9,196,0,1.0,4.0,205.44444,729,0
130000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,8.0,14.0,0.0,14.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,75,196,5625,9,196,1,1.0,64.0,210.25,5625,0
130000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,8.0,14.0,0.0,14.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,65,225,4225,9,196,1,1.0,64.0,210.25,4225,0
130000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3,8.0,14.0,0.0,14.5,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,13,36,169,9,196,1,1.0,64.0,210.25,169,0
130000.0,0,2,0,1,1,0,1.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.0,11.0,0.0,7.0,0,0,0,0,1,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,44,121,1936,4,121,0,4.0,1.0,49.0,1936,1
130000.0,0,2,0,1,1,0,1.0,0,1,1,0,1,1,0,2,2,2,2,3,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1.0,11.0,0.0,7.0,0,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,83,9,6889,4,121,0,4.0,1.0,49.0,6889,1
130000.0,0,4,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,4,3.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,16,0,1,4.0,9.0,36.0,0,0
130000.0,0,4,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,4,3.0,0.0,0.0,6.0,0,0,1,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,73,36,5329,16,0,1,4.0,9.0,36.0,5329,0
130000.0,0,4,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,3.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,68,0,4624,16,0,1,4.0,9.0,36.0,4624,0
130000.0,0,4,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,12,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,4,3.0,0.0,0.0,6.0,0,0,0,0,0,0,0,1,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,37,144,1369,16,0,1,4.0,9.0,36.0,1369,0
130000.0,0,4,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,0.0,3.0,5.3333335,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,36,1296,9,0,0,2.25,0.0,28.444447,1296,0
130000.0,0,4,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,7,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0.0,0.0,3.0,5.3333335,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,23,49,529,9,0,0,2.25,0.0,28.444447,529,0
130000.0,0,4,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,3,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.0,0.0,3.0,5.3333335,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,59,9,3481,9,0,0,2.25,0.0,28.444447,3481,0
130000.0,0,4,0,1,1,0,1.0,0,1,1,0,1,1,0,2,2,2,2,3,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1.0,3.0,0.0,4.0,0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,53,9,2809,4,9,0,4.0,1.0,16.0,2809,0
